0	[38737, 34211, 27383, 18591, 49678, 48029, 41628, 35589, 34875, 33786]
1	[35621, 44891, 35630, 15356, 14150, 25228, 14078, 13889, 13801, 35685]
2	[41087, 43149, 42704, 41440, 34340, 24568, 23597, 19992, 19114, 19091]
3	[27679, 35195, 35179, 32627, 27667, 27617, 27590, 27586, 27585, 27584]
4	[49873, 42748, 42742, 42736, 42693, 41664, 41408, 38799, 38734, 19058]
5	[44887, 34394, 31232, 29724, 28193, 49226, 35678, 35613, 35605, 35589]
6	[18581, 9841, 38734, 35684, 24900, 23667, 20554, 20506, 19485, 18357]
7	[40423, 16539, 12343]
8	[28, 24, 12, 34211, 16, 89, 80, 77, 74, 30]
9	[4364, 82]
10	[83, 89, 38, 18, 29586, 29379, 25200, 15520, 12636, 11399]
11	[27552, 33192, 32072, 27667, 27620, 27617, 27600, 27590, 27589, 27574]
12	[28, 24, 18, 8, 34211, 27597, 27590, 27585, 27552, 25195]
13	[38737, 2572, 44510, 42704, 34536, 30305, 29546, 23512, 23061, 22638]
14	[19058, 17438, 42742, 42736, 42713, 42692, 29884, 23207, 19032, 12333]
15	[77, 74, 72, 18, 14, 13, 8]
16	[28, 24, 17, 85, 29, 8, 44575, 34211, 29581, 19009]
17	[142, 125, 16, 42414, 25730, 23188, 23061, 20590, 20565, 164]
18	[12, 19044, 83, 38, 10, 19439, 19068, 15520, 9745, 80]
19	[14064, 13800, 13818, 13967, 13810, 13795, 1689, 33051, 14209, 14043]
20	[44846, 30257, 161, 49985, 43262, 43210, 43162, 41457, 38737, 35633]
21	[17029, 40472, 34412, 25247, 24773, 23511, 21705, 20567, 17035, 17027]
22	[38, 12]
23	[]
24	[34211, 16, 12, 8, 89, 17, 67, 46, 30, 29]
25	[]
26	[20016, 6152, 53, 28, 19, 13]
27	[80, 77, 74, 72, 37, 18, 14, 8]
28	[16, 12, 8, 45311, 44505, 31337, 30040, 26369, 16670, 12570]
29	[89, 16, 85, 83, 55, 46, 41, 30, 28, 24]
30	[89, 85, 38, 35477, 55, 53, 41, 29, 28, 24]
31	[29704, 29696, 29709, 29703, 29695, 41079, 29712, 29692, 29710, 27383]
32	[22615, 2176, 23993, 21077, 2276, 1890, 42715, 42713, 42699, 40868]
33	[40, 31]
34	[39046, 42, 1]
35	[]
36	[44452, 42713, 42699, 27888, 27388, 27381, 25726, 22846, 22707, 21077]
37	[10727, 4527, 4400, 41294, 40776, 40610, 40402, 39974, 39766, 36079]
38	[83, 85, 53, 30, 18, 10, 23061, 19044, 9745, 1870]
39	[47758, 34886, 30741, 24671, 22943, 19438, 17031, 16162, 9778, 2128]
40	[36, 33]
41	[55, 32627, 27679, 21429, 9780, 2915, 89, 85, 83, 82]
42	[34]
43	[23777, 23814, 23787, 6966, 23738, 23719, 23834, 23763, 23759, 23748]
44	[]
45	[35648, 18309, 15302, 6157]
46	[89, 85, 83, 72, 29, 28, 24, 16, 12, 4]
47	[]
48	[38132, 35731, 35722, 34205, 32513, 24519, 23638, 23613, 18575, 14192]
49	[33266]
50	[17, 22357, 9289, 3574, 2644, 2019, 627, 14]
51	[]
52	[15289, 43107, 30269, 29827, 20497, 18576, 5928, 4717, 2554, 1357]
53	[83, 38, 89, 85, 34211, 31347, 26402, 23061, 12570, 1817]
54	[]
55	[41, 38737, 1532, 89, 85, 83, 38, 30, 29, 16]
56	[61, 60, 59, 57]
57	[61, 56]
58	[72]
59	[61, 56]
60	[61, 56]
61	[66, 60, 59, 57, 56]
62	[31351, 2627, 1347]
63	[21163, 18581, 13655, 13650, 3400, 91, 67, 6]
64	[81, 368, 343, 336, 36592, 24250, 24228, 24226, 17103, 13601]
65	[52]
66	[74, 61]
67	[63, 28, 24, 21, 17, 16]
68	[]
69	[23511, 23527, 22927, 21141, 16621, 12652, 3230, 2805, 2786, 74]
70	[]
71	[]
72	[80, 85, 83, 77, 74, 58, 46, 38, 27, 18]
73	[40437, 32864, 30209, 21172, 13654, 2922, 2554, 93, 52]
74	[25215, 25170, 48683, 35724, 33051, 25200, 1823, 42724, 42413, 39157]
75	[]
76	[]
77	[80, 74, 72, 27, 18, 15, 14, 8]
78	[]
79	[39013, 21273, 12331, 351, 42155, 38708, 21205, 18519, 18437, 11181]
80	[72, 27, 77, 74, 18, 14, 8]
81	[64, 84, 336, 36592, 33766, 32953, 17434, 13601, 13573, 7438]
82	[20567, 15310, 13400, 13176, 43593, 43438, 43231, 43162, 40346, 40344]
83	[38, 89, 53, 10, 18, 33126, 23061, 15520, 13081, 72]
84	[81, 36592, 17434, 339, 336, 42212, 32953, 24209, 23297, 22621]
85	[38, 89, 53, 30, 16, 23061, 72, 55, 46, 41]
86	[]
87	[37356, 37188, 10028, 36908, 19365, 41903, 40748, 37448, 30220, 44178]
88	[43064, 44892, 42699, 35612, 30940, 30209, 27388, 22773, 21077, 13661]
89	[83, 30, 85, 53, 29, 24, 10, 34211, 12562, 55]
90	[18591, 2188, 92, 22707, 44452, 42715, 42713, 13117, 6935, 5040]
91	[20379, 17032, 17025, 63, 52, 6]
92	[90, 19130, 6152, 44005, 42713, 42699, 2188, 2176, 42739, 42715]
93	[7444, 24188, 15050, 45533, 24226, 368, 36574, 36559, 24248, 23297]
94	[]
95	[42704, 233, 26872, 23061, 13793, 8501, 25740, 17046, 12570, 240]
96	[193, 102, 13793, 104, 46939, 29382, 3023, 187, 174, 165]
97	[181, 43432, 43304, 42051, 35630, 35621, 34485, 34460, 34450, 34200]
98	[18560, 30691, 30134, 16350, 16324, 13654, 2554, 47610, 47425, 45059]
99	[149, 11875, 17037, 16920, 11799, 164, 128, 120, 103, 17]
100	[42704, 25736, 25724, 25719, 24813, 20599, 19107, 19033, 18583, 12576]
101	[24541, 22939, 14455, 10671, 7064, 7039, 1928, 1347, 168, 162]
102	[96, 104, 28224, 13793, 9943, 193, 185, 182, 171, 165]
103	[164, 160, 149, 128, 122, 120, 115, 99, 17]
104	[13793, 102, 96, 185, 182, 179, 165, 156, 150, 129]
105	[43276, 16869, 161, 49546, 43313, 43285, 43202, 35621, 34651, 34365]
106	[19022, 19079, 35560, 34602, 34200, 23918, 8837, 43593, 39690, 39643]
107	[140, 109, 2421, 189, 47460, 19033, 146, 142, 135, 128]
108	[38737, 35592, 35588, 35562, 35560, 34958, 33192, 27590, 27586, 27560]
109	[118, 2421, 107, 17942, 245, 32203, 32064, 25200, 17150, 14514]
110	[213, 30305, 23517, 13793, 8685, 168, 34751, 34323, 32072, 32039]
111	[142, 42704, 13207, 2591, 167, 129, 128, 127, 125, 123]
112	[42704, 13832, 43149, 41440, 41087, 23597, 22312, 19992, 19114, 19091]
113	[16883, 44651, 38914, 35685, 34825, 29741, 27528, 27226, 23206, 21144]
114	[11084, 38146, 25152, 17021, 11075, 38171, 33207, 27653, 27595, 22945]
115	[160, 122, 11872, 170, 164, 128, 120, 103, 97, 17]
116	[48964, 40471, 28297, 24761, 23659, 23657, 18654, 14244, 14229, 14207]
117	[34164, 34220, 34207, 34169, 34140, 25256, 23510, 23507, 15314, 13793]
118	[109, 17150, 2421, 240, 213, 167, 150, 144, 127, 116]
119	[]
120	[182, 192, 185, 35585, 34536, 442, 196, 180, 179, 178]
121	[25730, 25720, 12249, 9172, 6187, 142, 128, 44370, 42716, 38816]
122	[115, 11875, 170, 164, 146, 137, 128, 120, 103, 100]
123	[7477, 12570, 12196, 44575, 31358, 7482, 7475, 7274, 6975, 6653]
124	[45744, 33262, 20001, 1694, 45774, 45754, 45753, 43084, 20074, 20073]
125	[6157, 44454, 42692, 25736, 25720, 7485, 7284, 146, 17, 44575]
126	[2667, 161, 46939, 44379, 43452, 40938, 30541, 29747, 27032, 25199]
127	[42704, 20590, 6157, 150, 123, 44892, 44859, 44575, 40653, 38749]
128	[44575, 20599, 20533, 12570, 142, 125, 123, 121, 44505, 25740]
129	[42051, 43200, 42054, 39095, 35678, 35633, 35585, 34418, 29758, 25199]
130	[44892, 44504, 23519, 20016, 19063, 8776, 171, 150, 144, 143]
131	[17234, 6549, 4527, 1432, 16810, 14861, 14455, 14454, 13115, 12196]
132	[18991, 7812]
133	[34140, 27666, 6176, 2756, 186, 164, 146, 127]
134	[43349, 43171, 43288, 43242, 43373, 43333, 43331, 43303, 43297, 43190]
135	[33060, 13792, 45054, 34441, 34164, 34151, 25256, 19217, 5490, 629]
136	[48885, 48884, 48883, 48882, 48879, 48876, 48869, 48868, 48865, 48864]
137	[146, 25730, 122]
138	[26883, 17048, 166, 24352, 17070, 43349, 2680, 43331, 43242, 43431]
139	[97]
140	[17942, 2421, 107, 46428, 44846, 44368, 40490, 39751, 38242, 36170]
141	[110]
142	[17, 28913, 25730, 20565, 111, 42716, 25720, 9093, 7284, 338]
143	[13959, 34356, 23551, 14123, 14005, 13854, 45194, 43155, 34342, 23525]
144	[44504, 1994, 171, 150, 140, 130, 127, 118, 116, 110]
145	[39396, 24249, 14469, 12714, 10176]
